Scheme Name	Asset Value
UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct  Plan - Monthly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Flexi Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Quarterly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Flexi Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Medium Term Fund (Segregated - 17022020) - Direct Plan - Growth Option	0.3663
UTI - Medium Term Fund (Segregated - 17022020) - Regular Plan - Growth Option	0.3488
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	0.2973
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	0.2864
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	0.2895
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	0.2595
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	0.2867
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	0.2818
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	0.2488
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	0.2764
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	0.2515
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	0.2721
UTI Medium Duration Fund - Direct Plan - Annual IDCW	14.0342
UTI Medium Duration Fund - Direct Plan - Flexi IDCW	14.7322
UTI Medium Duration Fund - Direct Plan - Growth Option	18.9476
UTI Medium Duration Fund - Direct Plan - Half-Yearly IDCW	14.192
UTI Medium Duration Fund - Direct Plan - Monthly IDCW	10.5731
UTI Medium Duration Fund - Direct Plan - Quarterly IDCW	14.177
UTI Medium Duration Fund - Regular Plan - Annual IDCW	12.9875
UTI Medium Duration Fund - Regular Plan - Flexi IDCW	13.0818
UTI Medium Duration Fund - Regular Plan - Growth Option	17.7076
UTI Medium Duration Fund - Regular Plan - Half-Yearly IDCW	12.766
UTI Medium Duration Fund - Regular Plan - Monthly IDCW	12.7703
UTI Medium Duration Fund - Regular Plan - Quarterly IDCW	13.6317
Aditya Birla Sun Life Income Fund (Discipline Advantage Plan)	30.0154
Aditya Birla Sun Life Income Fund - Direct - IDCW	12.9736
Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW	14.2696
Aditya Birla Sun Life Income Fund - Growth - Direct Plan	130.5735
Aditya Birla Sun Life Income Fund - Growth - Regular Plan	121.2708
Aditya Birla Sun Life Income Fund - Regular - IDCW	12.1921
Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW	13.3115
BANDHAN Bond Fund - Income Plan - Regular Plan - Annual IDCW	12.0903
BANDHAN Bond Fund - Income Plan - Regular Plan - Growth	62.8561
BANDHAN Bond Fund - Income Plan - Regular Plan - Half-yearly IDCW	11.7726
BANDHAN Bond Fund - Income Plan - Regular Plan - Periodic IDCW	13.4903
BANDHAN Bond Fund - Income Plan - Regular Plan - Quarterly IDCW	11.9367
BANDHAN Bond Fund - Income Plan-Direct Plan-Annual IDCW	16.6271
BANDHAN Bond Fund - Income Plan-Direct Plan-Growth	68.6200
BANDHAN Bond Fund - Income Plan-Direct Plan-Half Yearly IDCW	12.6816
BANDHAN Bond Fund - Income Plan-Direct Plan-Periodic IDCW	16.6841
BANDHAN Bond Fund - Income Plan-Direct Plan-Quarterly IDCW	12.5059
BANDHAN Bond Fund - Short Term - Regular Plan - Growth	55.2514
BANDHAN Bond Fund - Short Term - Regular Plan - Monthly IDCW	10.3553
BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW	16.9043
BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW	10.3674
BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth	34.3992
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW	15.6773
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW	15.3260
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth	33.3444
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW	25.2544
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW	15.6573
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth	32.2543
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW	16.6058
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW	17.2113
CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION	60.0677
CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	16.9238
CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION	53.7505
CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	14.9180
Franklin India Medium to Long Duration Fund - Direct - IDCW	10.2910
Franklin India Medium to Long Duration Fund - Direct Growth	10.2910
Franklin India Medium to Long Duration Fund - Growth	10.2667
Franklin India Medium to Long Duration Fund - IDCW	10.2667
HDFC Income Fund - Growth Option	56.2027
HDFC Income Fund - Growth Option - Direct Plan	62.0487
HDFC Income Fund - Normal IDCW - Direct Plan	19.6225
HDFC Income Fund - Normal IDCW Option	17.7241
HDFC Income Fund - Quarterly IDCW Option	11.4144
HDFC Income Fund - Quarterly IDCW- Direct Plan	12.7634
HSBC Medium to Long Duration Fund - Direct Growth	45.2729
HSBC Medium to Long Duration Fund - Direct Quarterly IDCW	10.7338
HSBC Medium to Long Duration Fund - Regular Growth	40.7075
HSBC Medium to Long Duration Fund - Regular Quarterly IDCW	10.7425
ICICI Prudential Bond Fund - Bonus	12.4602
ICICI Prudential Bond Fund - Direct Plan - Growth	41.0408
ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW	11.0350
ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly	11.5131
ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly	11.7118
ICICI Prudential Bond Fund - Growth	38.8037
ICICI Prudential Bond Fund - Half Yearly IDCW	11.3539
ICICI Prudential Bond Fund - IDCW Monthly	11.3050
ICICI Prudential Bond Fund - IDCW Quarterly	11.3399
ICICI Prudential Bond Fund- Institutional Growth	25.0654
ICICI Prudential Bond Fund- Institutional Monthly Dividend	10.6444
ICICI Prudential Bond Fund- Institutional Quarterly Dividend	11.4294
JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units	28.556
JM Medium to Long Duration Fund (Direct) - Growth Option	66.6225
JM Medium to Long Duration Fund (Direct) - Quarterly IDCW	23.5415
JM Medium to Long Duration Fund (Regular) - Growth Option	59.89
JM Medium to Long Duration Fund (Regular) - Quarterly IDCW	20.3629
JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units	24.5027
Kotak Bond Fund - Direct Plan - Standard IDCW option	27.6314
Kotak Bond Fund - Growth - Direct	83.0189
Kotak Bond Fund - Regular Plan - Standard IDCW Option	45.4404
Kotak Bond Fund - Regular Plan Growth	74.1681
Kotak Bond-Deposit-Dividend	13.6554
Kotak Bond-Deposit-Growth	42.9354
LIC MF Medium to Long Duration Fund-Direct Plan-Annual IDCW	18.0919
LIC MF Medium to Long Duration Fund-Direct Plan-Growth	74.8813
LIC MF Medium to Long Duration Fund-Direct Plan-IDCW	18.092
LIC MF Medium to Long Duration Fund-Direct Plan-Quarterly IDCW	18.0921
LIC MF Medium to Long Duration Fund-Regular Plan-Annual IDCW	15.2816
LIC MF Medium to Long Duration Fund-Regular Plan-Growth	69.7168
LIC MF Medium to Long Duration Fund-Regular Plan-IDCW	15.2816
LIC MF Medium to Long Duration Fund-Regular Plan-Quarterly IDCW	15.2815
NIPPON INDIA INCOME FUND - ANNUAL IDCW Option	13.5389
NIPPON INDIA INCOME FUND - Direct Plan - ANNUAL IDCW Option	14.9499
NIPPON INDIA INCOME FUND - Direct Plan - HALF YEARLY IDCW Option	13.5589
NIPPON INDIA INCOME FUND - Direct Plan - MONTHLY IDCW Option	11.4090
NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option	13.8909
Nippon India Income Fund - Direct Plan Growth Plan - Growth Option	96.7762
Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option	27.6546
Nippon India Income Fund - Growth Plan Bonus Option	24.9486
Nippon India Income Fund - Growth Plan Growth Option	86.7798
NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option	12.5696
NIPPON INDIA INCOME FUND - MONTHLY IDCW Option	10.7514
NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option	13.1640
SBI Magnum Income Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)	20.8682
SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	21.3640
SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)	17.8720
SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	19.2430
SBI Magnum Income Fund-DIRECT PLAN - Bonus	44.6261
SBI Magnum Income Fund-DIRECT PLAN -Growth	73.5511
SBI Magnum Income Fund-REGULAR PLAN-Bonus	41.4025
SBI Magnum Income Fund-REGULAR PLAN-Growth	68.3312
Tata Income Fund - Direct Plan - Growth Option	72.1992
Tata Income Fund -Regular Plan - Growth Option	66.6140
TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option	41.0962
Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option	38.6487
TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option	16.8454
Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option	15.3414
UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW	13.1081
UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW	15.0005
UTI Medium to Long Duration Fund - Direct Plan - Half-Yearly IDCW	14.4368
UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW	24.3323
UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW	12.955
UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW	13.7809
UTI Medium to Long Duration Fund - Regular Plan - Half-Yearly IDCW	14.002
UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW	18.2027
UTI Medium to Long Duration Fund- Regular Plan - Growth	70.873
UTI Medium to Long Duration Fund-Growth - Direct	77.1024
Aditya Birla Sun Life Money Manager Fund - Daily IDCW	100.02
Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW	100.02
Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW	100.1228
Aditya Birla Sun Life Money Manager Fund - Growth	360.1396
Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan	364.67
Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW	100.015
Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW	103.798
Aditya Birla Sun Life Money Manager Fund - Retail Growth	443.8818
Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW	100.1217
Axis Money Market Fund - Direct Plan - Annual IDCW	1266.1539
Axis Money Market Fund - Direct Plan - Daily IDCW	1005.6129
Axis Money Market Fund - Direct Plan - Growth Option	1404.1081
Axis Money Market Fund - Direct Plan - Monthly IDCW	1008.4227
Axis Money Market Fund - Direct Plan - Quarterly IDCW	1145.4750
Axis Money Market Fund - Regular Plan - Annual IDCW	1254.6610
Axis Money Market Fund - Regular Plan - Daily IDCW	1005.6127
Axis Money Market Fund - Regular Plan - Growth Option	1392.1320
Axis Money Market Fund - Regular Plan - Monthly IDCW	1006.5013
Axis Money Market Fund - Regular Plan - Quarterly IDCW	1133.6907
Bajaj Finserv Money Market Fund-Direct Plan-Growth	1128.6732
Bajaj Finserv Money Market Fund-Direct Plan-IDCW	1128.6732
Bajaj Finserv Money Market Fund-Direct Plan-Monthly-IDCW	1037.7085
Bajaj Finserv Money Market Fund-Regular Plan-Growth	1118.5698
Bajaj Finserv Money Market Fund-Regular Plan-IDCW	1118.5698
Bajaj Finserv Money Market Fund-Regular Plan-Monthly-IDCW	1042.3511
BANDHAN Money Manager Fund - Regular Plan - Monthly IDCW	10.2566
BANDHAN Money Manager Fund - Regular Plan - Growth	39.2306
BANDHAN Money Manager Fund - Regular Plan - Daily IDCW	10.0994
BANDHAN Money Manager Fund - Regular Plan - Periodic IDCW	12.8662
BANDHAN Money Manager Fund - Regular Plan - Weekly IDCW	10.1248
BANDHAN Money Manager Fund -Direct Plan-Daily IDCW	10.0994
BANDHAN Money Manager Fund -Direct Plan-Growth	42.4445
BANDHAN Money Manager Fund -Direct Plan-Monthly IDCW	10.1925
BANDHAN Money Manager Fund -Direct Plan-Periodic IDCW	15.5602
BANDHAN Money Manager Fund -Direct Plan-Weekly IDCW	10.1024
Bank of India Money Market Fund - Direct - Daily IDCW	10.0005
Bank of India Money Market Fund - Direct - Growth	10.0523
Bank of India Money Market Fund - Direct - Monthly IDCW	10.0510
Bank of India Money Market Fund - Regular - Daily IDCW	10.0472
Bank of India Money Market Fund - Regular - Growth	10.0472
Bank of India Money Market Fund - Regular - Monthly IDCW	10.0472
Bank of India Money Market Fund - Regular - Weekly IDCW	10.0473
Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW	1031.9938
Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW	1000.0000
Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW	1015.1004
Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW	1001.1155
Baroda BNP Paribas Money Market Fund- Direct Plan - Growth	1360.5353
Baroda BNP Paribas Money Market Fund-Regular Plan - Growth	1341.9322
Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW	1005.9755
Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW	1001.1312
DSP Savings Fund - Direct Plan -  IDCW - Daily	10.1527
DSP Savings Fund - Direct Plan - Growth	52.8471
DSP Savings Fund - Direct Plan - IDCW	12.5485
DSP Savings Fund - Direct Plan - IDCW - Monthly	10.9566
DSP Savings Fund - Regular Plan - Growth	51.3192
DSP Savings Fund - Regular Plan - IDCW	12.5043
DSP Savings Fund - Regular Plan - IDCW - Daily	10.1021
DSP Savings Fund - Regular Plan - IDCW - Monthly	10.9252
Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option	30.4798
Edelweiss Money Market Fund - Direct Plan - Growth Option	30.4838
Edelweiss Money Market Fund - Direct Plan - IDCW Option	28.4273
Edelweiss Money Market Fund - Institutional Plan - Growth Option	23.7176
Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option	27.4874
Edelweiss Money Market Fund - Regular Plan - Growth Option	27.7164
Edelweiss Money Market Fund - Regular Plan - IDCW Option	26.0726
Franklin India Money Market Fund - Direct - Growth	50.3917
Franklin India Money Market Fund - DP - Wkly IDCW R	10.0243
Franklin India Money Market Fund - Growth Option	48.7951
Franklin India Money Market Fund - Institutional Option - Dividend	0.0000
Franklin India Money Market Fund - Institutional Option - Growth	0.0000
Franklin India Money Market Fund Retail Option - Daily - IDCW	10.0452
Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW	10.0567
Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW	10.8704
Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW	11.5643
Franklin India Money Market Fund Retail Option - Monthly - IDCW	10.4536
Franklin India Money Market Fund Retail Option - Quarterly - IDCW	11.0336
Franklin India Money Market Fund Wkly IDCW R	10.0195
HDFC Money Market Fund - Daily IDCW Option	1063.64
HDFC Money Market Fund - Daily IDCW Option - Direct Plan	1063.64
HDFC Money Market Fund - Growth Option	5561.9633
HDFC Money Market Fund - Growth Option - Direct Plan	5668.836
HDFC Money Market Fund - Weekly IDCW Option	1063.5653
HDFC Money Market Fund - Weekly IDCW Option -Direct Plan	1063.6021
HSBC Money Market Fund - Direct Daily IDCW	10.8591
HSBC Money Market Fund - Direct Growth	26.9288
HSBC Money Market Fund - Direct Monthly IDCW	12.2006
HSBC Money Market Fund - Direct Weekly IDCW	13.1915
HSBC Money Market Fund - Regular Daily IDCW	10.8591
HSBC Money Market Fund - Regular Growth	25.695
HSBC Money Market Fund - Regular Monthly IDCW	11.5502
HSBC Money Market Fund - Regular Weekly IDCW	13.1041
ICICI Prudential Money Market Fund - Direct Plan Bonus	151.2089
ICICI Prudential Money Market Fund -Bonus	118.0134
ICICI Prudential Money Market Fund Dividend	100.0952
ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW	100.1435
ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW	101.3351
ICICI Prudential Money Market Fund Option - Direct Plan -  Growth	373.4816
ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others	171.1272
ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW	101.0456
ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW	100.8681
ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option)	306.6704
ICICI Prudential Money Market Fund Option - Daily IDCW	100.1295
ICICI Prudential Money Market Fund Option - Growth	369.1372
ICICI Prudential Money Market Fund Option - IDCW Others	169.5387
ICICI Prudential Money Market Fund Option - Monthly IDCW	100.8819
ICICI Prudential Money Market Fund Option - Weekly IDCW	100.8033
ICICI Prudential Money Market Fund Option -Fortnightly IDCW	100.6605
Invesco India Money Market Fund - Daily IDCW (Reinvestment)	1000.29
Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)	1006.6134
Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2746.0772
Invesco India Money Market Fund - Direct Plan - Growth	3065.3724
Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1117.8942
Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)	1001.4053
Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment)	2969.269
Invesco India Money Market Fund - Growth	2966.1144
Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment)	1018.3185
Invesco India Money Market Fund - Regular - Growth	2629.4061
Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment)	1396.5539
Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment)	1002.85
Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment)	1001.2095
JM Money Market Fund (Direct) - Fortnightly Dividend Option	10.3279
JM Money Market Fund (Direct) - Growth	28.7506
JM Money Market Fund (Direct) - Weekly Dividend	10.6743
JM Money Market Fund (Direct) Bonus Option - Principal Units	15.9606
JM Money Market Fund (Direct)- Daily Dividend Option	10.0508
JM Money Market Fund - Bonus Option - Principal Units	15.7555
JM Money Market Fund - Daily Dividend	10.0418
JM Money Market Fund - Fortnighly Dividend	10.3110
JM Money Market Fund - Growth	28.2812
JM Money Market Fund - Weekly Dividend	10.6454
Kotak Money Market Fund - (Growth)	4370.0794
Kotak Money Market Fund - (Growth) - Direct	4408.8016
Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option)	1054.2807
Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct	1200.27
LIC MF Money Market Fund-Direct Plan-Growth	1172.8957
LIC MF Money Market Fund-Direct Plan-IDCW	1172.8956
LIC MF Money Market Fund-Regular Plan-Growth	1159.8439
LIC MF Money Market Fund-Regular Plan-IDCW	1159.8439
Mirae Asset Money Market Fund Direct Growth	1242.5293
Mirae Asset Money Market Fund Direct IDCW	1240.4800
Mirae Asset Money Market Fund Regular Growth	1226.5425
Mirae Asset Money Market Fund Regular IDCW	1226.5158
NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option	1004.4291
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option	1004.3365
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option	1019.8953
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option	1023.7239
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option	1005.2782
Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option	2403.5853
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option	4087.5955
NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option	1019.6949
NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option	1023.4654
NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option	1005.2859
Nippon India Money Market Fund-Growth Plan-Bonus Option	1713.3216
Nippon India Money Market Fund-Growth Plan-Growth Option	4037.5735
PGIM India Money Market Fund - Direct Plan - Daily Dividend Option	1006.0804
PGIM India Money Market Fund - Direct Plan - Growth Option	1329.7643
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option	1061.8146
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option	1000.6236
PGIM India Money Market Fund - Regular Plan - Daily Dividend Option	1006.0777
PGIM India Money Market Fund - Regular Plan - Growth Option	1292.0461
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option	1052.4468
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option	1001.5789
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option	0
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option	0
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH	43.2498
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH	40.3652
SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.1430
SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.5051
SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.3158
SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.9160
SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.1577
SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.0207
Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.0620
Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3782
Sundaram Money Market Fund Direct Plan - Growth	14.6800
Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	11.1826
Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.1826
Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW)	12.6323
Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.6323
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.4933
Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.0620
Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.2320
Sundaram Money Market Fund Regular Plan - Growth	14.5900
Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	11.1605
Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.1605
Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW)	12.5532
Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.5532
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.4944
Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option	1114.5200
Tata Money Market Fund- Direct Plan- Growth Option	4676.4897
Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option	1114.5200
Tata Money Market Fund-Regular Plan - Growth Option	4594.1973
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH	1193.4306
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW	1106.0206
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH	1188.6607
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW	1101.4864
Union Money Market Fund - Direct Plan -  Growth Option	1232.6668
Union Money Market Fund - Direct Plan -  Monthly IDCW Option	1001.7480
Union Money Market Fund - Direct Plan -  Weekly IDCW Option	1000.2588
Union Money Market Fund - Direct Plan - Daily IDCW Option	1000.0024
Union Money Market Fund - Regular Plan -  Growth Option	1202.2412
Union Money Market Fund - Regular Plan -  Monthly IDCW Option	1002.0276
Union Money Market Fund - Regular Plan -  Weekly IDCW Option	1000.5175
Union Money Market Fund - Regular Plan - Daily IDCW Option	1002.1800
UTI MMF - Direct Plan - Growth Option	3035.1992
UTI MMF - Regular Plan - Flexi Dividend Option	1160.7135
UTI MMF - Regular Plan - Growth Option	2999.8173
UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option	3740.2724
UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option	2506.8438
UTI MMF-Discontinued - Regular Plan -Growth	6931.7808
UTI Money Market Fund - Direct Plan - Annual IDCW	1801.5336
UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)	1030.9394
UTI Money Market Fund - Direct Plan - Flexi IDCW	1555.8198
UTI Money Market Fund - Direct Plan - Fortnightly IDCW	1251.3918
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW	1695.9505
UTI Money Market Fund - Direct Plan - Monthly IDCW	1485.7366
UTI Money Market Fund - Direct Plan - Quarterly IDCW	1610.7639
UTI Money Market Fund - Direct Plan - Weekly IDCW	1108.5567
UTI Money Market Fund - Regular Plan - Annual IDCW	1786.7619
UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment)	1143.8145
UTI Money Market Fund - Regular Plan - Fortnightly IDCW	1159.4854
UTI Money Market Fund - Regular Plan - Half-Yearly IDCW	1685.7063
UTI Money Market Fund - Regular Plan - Monthly IDCW	1042.5525
